                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                      0,                 63.951,                      0,                      0,                 63.752,                      0,                      0,                      0,                      0,                      0,                      0,                 9.9304,                      0,                      0,                 10.013,                      0,                 0.0964,                 0.0004,                 0.0004
