                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4489,                 4.3478,                 1.5031,                 1.2377,                 10.352,                  1.349,                      0,                      0,                      0,                      0,                      0,                  78.88,                      0,                      0,                  60.57,                      0,                 0.0964,                 0.0004,                 0.0004
